gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000000202	77.53252	0.000310588	0.013751117	0.5908044	0.9984822
ENSMUSG00000000204	0.1724258	-0.0002984127	0.09968199	0.8967343	NA
ENSMUSG00000000214	73.73327	0.0003412308	0.017219137	0.525903	0.9984822
ENSMUSG00000000215	0.1383401	-0.0004612964	0.100790616	0.8421321	NA
ENSMUSG00000000216	2.073101	0.001148175	0.06022066	0.4041997	0.9984822
ENSMUSG00000000223	600.9473	0.0005405751	0.011376595	0.3979865	0.9984822
ENSMUSG00000000244	0.8194156	-0.001593328	0.082362418	0.404752	NA
ENSMUSG00000000247	88.62174	-0.03308131	0.14316852	0.0008029501	0.1835881
ENSMUSG00000000248	0.08201642	-0.0003480521	0.100537035	0.8803288	NA
ENSMUSG00000000253	268.2476	0.002558725	0.027683238	0.04440466	0.8542043
ENSMUSG00000000263	4.595673	0.0006131182	0.036707994	0.4637457	0.9984822
ENSMUSG00000000266	411.6059	-4.18189e-05	0.009412903	0.9406948	0.9984822
ENSMUSG00000000275	57.95336	-0.001247213	0.024338785	0.1150856	0.9805731
ENSMUSG00000000276	745.2541	-0.0002449389	0.008867184	0.6714539	0.9984822
ENSMUSG00000000278	67.9728	0.002143005	0.024678482	0.06015067	0.9078976
ENSMUSG00000000282	117.1498	-0.0006984265	0.017832591	0.2734275	0.9984822
ENSMUSG00000000290	34.72889	-0.0001664047	0.01413502	0.7599461	0.9984822
ENSMUSG00000000295	78.22517	7.509473e-05	0.011080934	0.8951082	0.9984822
ENSMUSG00000000296	102.3275	0.0005375516	0.013966027	0.3971784	0.9984822
ENSMUSG00000000301	6.105228	0.0001378797	0.022262593	0.805356	0.9984822
ENSMUSG00000000303	2.996387	0.001439465	0.060004789	0.2770451	0.9984822
ENSMUSG00000000305	377.8745	-0.0003512413	0.010417202	0.5567183	0.9984822
ENSMUSG00000000308	844.2346	0.0003831446	0.011512335	0.5282289	0.9984822
ENSMUSG00000000317	6.959609	0.00767433	0.115667728	0.01862992	0.675198
ENSMUSG00000000318	1.271121	-0.0001979586	0.050106577	0.873644	NA
ENSMUSG00000000320	4.174323	0.0006251368	0.035610541	0.4400113	0.9984822
ENSMUSG00000000325	170.0177	0.0003464427	0.011397228	0.5640739	0.9984822
ENSMUSG00000000326	400.2826	0.0008569022	0.015225513	0.2391599	0.9984822
ENSMUSG00000000339	191.9653	-0.002153997	0.024945908	0.05909497	0.9045668
ENSMUSG00000000340	141.543	0.0003137738	0.011857621	0.5980214	0.9984822
ENSMUSG00000000346	424.3486	-2.672339e-05	0.00907608	0.9619784	0.9984822
ENSMUSG00000000355	145.4322	-0.0003215295	0.012581759	0.5879463	0.9984822
ENSMUSG00000000359	2.437723	-0.000939528	0.050448869	0.4106548	0.9984822
ENSMUSG00000000365	11.63867	-0.0005159345	0.021201537	0.3726546	0.9984822
ENSMUSG00000000374	884.361	-0.000346815	0.008281338	0.5647516	0.9984822
ENSMUSG00000000378	280.5299	-0.0003666388	0.012629263	0.5426859	0.9984822
ENSMUSG00000000384	116.58	-0.000706534	0.014351168	0.3015312	0.9984822
ENSMUSG00000000386	1.237021	0.0001093686	0.044943496	0.9217681	NA
ENSMUSG00000000392	3.100807	-0.0005437725	0.029383547	0.4268704	0.9984822
ENSMUSG00000000399	477.7692	0.0004235507	0.010925011	0.4896139	0.9984822
ENSMUSG00000000402	8.90814	-0.009061784	0.128548602	0.01592864	0.6592397
ENSMUSG00000000409	11.09896	0.003640221	0.0709615	0.03919442	0.8328476
ENSMUSG00000000411	1.156697	-0.0001589473	0.050964677	0.90035	NA
ENSMUSG00000000416	1335.491	0.0002617029	0.011382116	0.6558445	0.9984822
ENSMUSG00000000420	438.7023	-0.0006957791	0.011666388	0.3049539	0.9984822
ENSMUSG00000000439	226.3366	-0.0002769983	0.010408867	0.6366159	0.9984822
ENSMUSG00000000440	6.147725	-0.0009403109	0.03069976	0.2035755	0.9893112
ENSMUSG00000000441	616.2114	7.001004e-05	0.007789594	0.9032959	0.9984822
ENSMUSG00000000486	0.4915619	-0.001959233	0.095436298	0.3723901	NA
ENSMUSG00000000489	76.48786	-0.0001088143	0.011287508	0.8489454	0.9984822
ENSMUSG00000000530	70.57013	0.0003081814	0.015783076	0.5710355	0.9984822
ENSMUSG00000000531	178.9267	-6.295808e-05	0.013354368	0.9087061	0.9984822
ENSMUSG00000000532	695.7537	-0.0001814811	0.007844373	0.7564196	0.9984822
ENSMUSG00000000538	1323.348	-0.0001009754	0.008371137	0.8582515	0.9984822
ENSMUSG00000000544	0.1141582	-0.0003480521	0.100537035	0.8803288	NA
ENSMUSG00000000552	71.74421	-0.0004159241	0.017668763	0.4520957	0.9984822
ENSMUSG00000000555	45.25267	-1.861134e-05	0.016653479	0.9703457	0.9993524
ENSMUSG00000000560	499.2343	-0.0005491921	0.012590598	0.3944388	0.9984822
ENSMUSG00000000561	371.4399	0.0003508896	0.009165724	0.5547359	0.9984822
ENSMUSG00000000562	5.270859	9.874175e-05	0.024579963	0.870394	0.9984822
ENSMUSG00000000563	1088.493	-0.001343574	0.01655472	0.1301201	0.9805731
ENSMUSG00000000567	103.692	0.000255256	0.013399394	0.6552676	0.9984822
ENSMUSG00000000568	912.8582	-0.0002209751	0.010151739	0.7022677	0.9984822
ENSMUSG00000000579	56.71413	0.0009185926	0.019070772	0.1927843	0.9852527
ENSMUSG00000000581	246.9669	0.001097269	0.016137087	0.1735104	0.9805731
ENSMUSG00000000594	259.3683	-0.002136253	0.021198068	0.06527472	0.9312891
ENSMUSG00000000600	650.3118	0.0004510589	0.010208171	0.4633838	0.9984822
ENSMUSG00000000605	1216.878	-0.000201416	0.008915178	0.7246523	0.9984822
ENSMUSG00000000627	159.6945	-0.0006115867	0.01465144	0.3470759	0.9984822
ENSMUSG00000000628	22.4021	0.0001651111	0.015435083	0.7518406	0.9984822
ENSMUSG00000000631	1051.101	-0.0009953599	0.014167735	0.1974696	0.9867742
ENSMUSG00000000632	1850.396	-7.752533e-05	0.011878687	0.891341	0.9984822
ENSMUSG00000000673	0.8086031	0.001795678	0.092175328	0.3998135	NA
ENSMUSG00000000682	5.48929	-0.0004520991	0.025681091	0.4656078	0.9984822
ENSMUSG00000000686	9.267602	0.001238048	0.039374823	0.1660345	0.9805731
ENSMUSG00000000690	0.04352309	0	0.099713571	1	NA
ENSMUSG00000000693	23.95024	0.0003949388	0.016750122	0.4761861	0.9984822
ENSMUSG00000000706	0.7553126	-0.003496271	0.122059177	0.2046269	NA
ENSMUSG00000000708	321.7361	0.00148061	0.016244658	0.1109206	0.9805731
ENSMUSG00000000711	858.337	0.00132543	0.015874036	0.1317785	0.9805731
ENSMUSG00000000724	0.2199919	-0.001449703	0.111818213	0.5606425	NA
ENSMUSG00000000730	0.112619	0.0001577859	0.099568873	0.9452396	NA
ENSMUSG00000000731	0.4760497	0.0001429329	0.068439078	0.9331587	NA
ENSMUSG00000000732	21.13905	0.0007403679	0.022521648	0.2445304	0.9984822
ENSMUSG00000000738	232.5271	-0.0002252069	0.009925943	0.6965135	0.9984822
ENSMUSG00000000739	0.4925585	-0.0003758525	0.089154138	0.8598272	NA
ENSMUSG00000000740	1611.408	0.000487795	0.009760237	0.4327771	0.9984822
ENSMUSG00000000743	463.6865	0.000842234	0.012001791	0.2410852	0.9984822
ENSMUSG00000000751	316.9118	5.584869e-05	0.009076882	0.9207367	0.9984822
ENSMUSG00000000753	27.42424	-7.825238e-05	0.014291388	0.8831638	0.9984822
ENSMUSG00000000759	371.6624	-0.0007600853	0.011767124	0.2743412	0.9984822
ENSMUSG00000000766	157.8792	0.0008443118	0.017628933	0.2241154	0.994391
ENSMUSG00000000776	76.67427	0.0001377432	0.011503794	0.8100537	0.9984822
ENSMUSG00000000782	33.1218	-0.002226047	0.034583379	0.04482801	0.8542043
ENSMUSG00000000787	1972.046	-0.002210856	0.023670642	0.06061739	0.9090073
ENSMUSG00000000791	3.774701	0.001731582	0.060752183	0.1909244	0.9849425
ENSMUSG00000000792	32.95848	0.0003644637	0.018160148	0.4996913	0.9984822
ENSMUSG00000000794	578.4088	1.945267e-05	0.009446539	0.9723829	0.9994695
ENSMUSG00000000804	1185.352	-0.03676589	0.092720465	0.001158605	0.2332322
ENSMUSG00000000805	31.62726	-0.1759651	0.486756985	0.0002303604	0.09283405
ENSMUSG00000000811	18.77937	-0.001135534	0.024458677	0.1323423	0.9805731
ENSMUSG00000000817	1.023547	-0.002538425	0.099120373	0.2589896	NA
ENSMUSG00000000823	588.6465	-0.0007104323	0.010592416	0.2945333	0.9984822
ENSMUSG00000000826	2252.82	-0.0002077109	0.008264656	0.7192199	0.9984822
ENSMUSG00000000827	284.5211	-0.0001374117	0.009343328	0.8083272	0.9984822
ENSMUSG00000000838	422.1272	-0.001178668	0.015900694	0.1572718	0.9805731
ENSMUSG00000000861	552.4992	-0.000823391	0.016551415	0.2405688	0.9984822
ENSMUSG00000000869	0.3285422	-0.001449703	0.111818213	0.5606425	NA
ENSMUSG00000000876	58.16611	-0.0002285796	0.012798698	0.6909923	0.9984822
ENSMUSG00000000881	1030.838	-0.001454515	0.015595846	0.1126009	0.9805731
ENSMUSG00000000884	20.68352	0.0001044724	0.014898728	0.8418266	0.9984822
ENSMUSG00000000889	0.4814151	-0.001067216	0.096317871	0.6346588	NA
ENSMUSG00000000901	10.12486	0.0001784009	0.01727327	0.7266029	0.9984822
ENSMUSG00000000902	352.0886	5.647237e-05	0.009869967	0.9203572	0.9984822
ENSMUSG00000000903	0.3889205	-9.066863e-05	0.098387552	0.9682757	NA
ENSMUSG00000000915	551.3869	-0.0003046622	0.009690075	0.6037145	0.9984822
ENSMUSG00000000916	62.12368	0.0009926186	0.017616737	0.1878304	0.9833512
ENSMUSG00000000934	67.52675	-0.0002393018	0.013291332	0.6748587	0.9984822
ENSMUSG00000000938	0.06348594	0	0.099713571	1	NA
ENSMUSG00000000948	587.8019	0.0001142447	0.011613109	0.8414116	0.9984822
ENSMUSG00000000957	39.74837	-8.130804e-05	0.013983122	0.880002	0.9984822
ENSMUSG00000000958	6.232701	0.0005494265	0.025269131	0.3761412	0.9984822
ENSMUSG00000000959	210.415	0.001219072	0.015820703	0.1496492	0.9805731
ENSMUSG00000000976	181.7186	0.0003354189	0.010783139	0.5740749	0.9984822
ENSMUSG00000000982	0.6505131	-0.0006245534	0.080121134	0.7481778	NA
ENSMUSG00000000983	3.062967	-0.0002638369	0.030499297	0.7174831	0.9984822
ENSMUSG00000001014	1.668104	-0.0008981757	0.056161069	0.4928686	NA
ENSMUSG00000001016	481.471	0.0005157275	0.010551845	0.4131569	0.9984822
ENSMUSG00000001017	969.5634	0.0004942449	0.009677079	0.4277834	0.9984822
ENSMUSG00000001018	269.4682	0.0004319008	0.010386967	0.4804132	0.9984822
ENSMUSG00000001020	10.0008	0.0004081743	0.018648671	0.4571396	0.9984822
ENSMUSG00000001021	6.655605	0.001204141	0.038925338	0.172653	0.9805731
ENSMUSG00000001023	0.0392667	-0.0003480521	0.100537035	0.8803288	NA
ENSMUSG00000001025	42.16831	0.0006545222	0.017118546	0.29935	0.9984822
ENSMUSG00000001027	0.05444717	0	0.099713571	1	NA
ENSMUSG00000001029	8.384816	-0.0001898428	0.021252199	0.7269326	0.9984822
ENSMUSG00000001034	89.72825	-0.0002499015	0.01334322	0.6619596	0.9984822
ENSMUSG00000001036	910.0553	0.0002783868	0.008161878	0.6377953	0.9984822
ENSMUSG00000001039	51.72553	-0.0002702225	0.013480753	0.6374341	0.9984822
ENSMUSG00000001052	334.4063	-0.0003670674	0.011844839	0.5438804	0.9984822
ENSMUSG00000001053	55.37153	0.0002840943	0.014331398	0.6132868	0.9984822
ENSMUSG00000001054	224.918	0.0001247047	0.010567624	0.8272085	0.9984822
ENSMUSG00000001056	124.354	0.001212906	0.017215901	0.1500446	0.9805731
ENSMUSG00000001062	205.0018	-0.0005140072	0.012174846	0.4191029	0.9984822
ENSMUSG00000001065	178.7824	0.0006611335	0.012856648	0.3265964	0.9984822
ENSMUSG00000001082	72.04939	0.0004635331	0.015034521	0.4379925	0.9984822
ENSMUSG00000001089	503.7028	-0.0004447496	0.010039235	0.4682949	0.9984822
ENSMUSG00000001098	285.6001	0.0009951154	0.014837073	0.1985192	0.9875176
ENSMUSG00000001100	410.3786	-0.0005090023	0.011254583	0.4206226	0.9984822
ENSMUSG00000001103	4.569532	-0.03003716	0.318315037	0.009455968	0.5612966
ENSMUSG00000001105	170.0648	-0.0002787256	0.011899609	0.6361858	0.9984822
ENSMUSG00000001119	1487.143	-0.0002869935	0.011444693	0.6272349	0.9984822
ENSMUSG00000001120	174.3104	2.604445e-05	0.010169936	0.9632766	0.9984822
ENSMUSG00000001123	18.71089	-0.0004349427	0.018484291	0.4333341	0.9984822
ENSMUSG00000001127	941.3534	0.001249359	0.014492752	0.1410276	0.9805731
ENSMUSG00000001128	25.61347	-0.0002011126	0.016515486	0.6967884	0.9984822
ENSMUSG00000001131	0.1791153	0	0.099713571	1	NA
ENSMUSG00000001134	25.46495	0.0001049268	0.015180197	0.8397831	0.9984822
ENSMUSG00000001138	174.3086	-0.0001563899	0.011976398	0.7848571	0.9984822
ENSMUSG00000001143	187.2564	-8.216127e-05	0.012746905	0.8832373	0.9984822
ENSMUSG00000001150	592.4812	4.698627e-05	0.008128266	0.933844	0.9984822
ENSMUSG00000001151	346.5292	-0.001051298	0.015374285	0.1843876	0.9833355
ENSMUSG00000001155	1.040463	-0.001228955	0.066067435	0.4208541	NA
ENSMUSG00000001156	206.1956	0.0006179765	0.014806212	0.3422331	0.9984822
ENSMUSG00000001157	213.8459	-0.0004622982	0.011366342	0.457788	0.9984822
ENSMUSG00000001158	117.5719	-0.0009408959	0.01728261	0.2020553	0.9893112
ENSMUSG00000001166	4.535791	0.00297504	0.073261021	0.07564794	0.958774
ENSMUSG00000001173	680.5938	0.0001619009	0.009406066	0.7758687	0.9984822
ENSMUSG00000001175	16802.97	-0.000573274	0.009993179	0.3718752	0.9984822
ENSMUSG00000001211	1125.71	-0.0002025599	0.008599014	0.7238033	0.9984822
ENSMUSG00000001225	1.156625	-0.0003149878	0.047098842	0.7851369	NA
ENSMUSG00000001227	592.0852	-0.0009421655	0.012105433	0.2069249	0.9893112
ENSMUSG00000001228	7.522201	0.006332948	0.104723716	0.02418294	0.7283961
ENSMUSG00000001229	235.7013	-0.0005568283	0.013591787	0.3869688	0.9984822
ENSMUSG00000001240	32.10067	0.0003414289	0.014706067	0.5485114	0.9984822
ENSMUSG00000001247	18.01572	-0.0002943683	0.016509651	0.5806718	0.9984822
ENSMUSG00000001248	652.8592	5.844116e-05	0.008262099	0.9175257	0.9984822
ENSMUSG00000001249	3.145458	0.0004144461	0.033156251	0.5934404	0.9984822
ENSMUSG00000001260	568.0121	-6.90271e-05	0.0128598	0.9013987	0.9984822
ENSMUSG00000001270	6212.139	0.001185344	0.017024404	0.1550779	0.9805731
ENSMUSG00000001280	383.08	0.001754946	0.019106465	0.08776749	0.9736415
ENSMUSG00000001281	2.886237	-0.0002014453	0.03187682	0.7932433	0.9984822
ENSMUSG00000001285	148.3506	-9.417125e-05	0.010964849	0.8688712	0.9984822
ENSMUSG00000001288	49.62704	-0.0001356802	0.013438248	0.8063211	0.9984822
ENSMUSG00000001289	642.2283	0.0002730596	0.010280489	0.6407534	0.9984822
ENSMUSG00000001300	519.3311	-0.0004786306	0.012981522	0.4447495	0.9984822
ENSMUSG00000001305	74.9665	6.168738e-05	0.011252313	0.9136636	0.9984822
ENSMUSG00000001313	403.425	0.0007585927	0.013443935	0.2795834	0.9984822
ENSMUSG00000001323	497.7333	0.0001905235	0.008837749	0.7385023	0.9984822
ENSMUSG00000001333	3.800535	-0.001356495	0.049769752	0.211071	0.9903533
ENSMUSG00000001334	258.0465	-0.0005888547	0.014460465	0.3615046	0.9984822
ENSMUSG00000001348	0.3747691	0.0002674302	0.08137704	0.8926896	NA
ENSMUSG00000001349	2.348044	-0.001259605	0.057174987	0.3222221	0.9984822
ENSMUSG00000001366	349.6968	-0.002794471	0.02679811	0.04251295	0.8463177
ENSMUSG00000001376	707.0902	-0.000112514	0.009154266	0.8419132	0.9984822
ENSMUSG00000001380	400.4646	-0.0003253544	0.011198759	0.5855289	0.9984822
ENSMUSG00000001383	421.8324	0.0001437103	0.011792045	0.8018373	0.9984822
ENSMUSG00000001403	1.308448	0.0002132557	0.04726512	0.8552403	NA
ENSMUSG00000001415	721.4212	0.0001817317	0.010262383	0.7517884	0.9984822
ENSMUSG00000001416	760.7181	0.0002280283	0.008689129	0.6921612	0.9984822
ENSMUSG00000001418	130.3024	0.000304212	0.011510509	0.6083796	0.9984822
ENSMUSG00000001419	834.3893	-0.0006455188	0.014837676	0.3276605	0.9984822
ENSMUSG00000001420	2.149282	0.0005963604	0.04170267	0.537451	0.9984822
ENSMUSG00000001424	659.5347	0.0007920176	0.011225427	0.258796	0.9984822
ENSMUSG00000001435	24.57736	0.00143545	0.026126047	0.09192029	0.9805731
ENSMUSG00000001436	69.31094	0.0001001709	0.01176383	0.860357	0.9984822
ENSMUSG00000001440	1511.471	0.0008260096	0.010289222	0.2443915	0.9984822
ENSMUSG00000001441	789.8658	-0.0001997294	0.008399115	0.7282137	0.9984822
ENSMUSG00000001444	0.1141582	-0.0003480521	0.100537035	0.8803288	NA
ENSMUSG00000001445	240.4018	0.001358972	0.017947029	0.1276768	0.9805731
ENSMUSG00000001467	340.0816	-0.0002549226	0.009144052	0.6594596	0.9984822
ENSMUSG00000001472	2203.513	-6.061526e-05	0.008347138	0.9143304	0.9984822
ENSMUSG00000001473	4.194698	-0.0006202586	0.036799581	0.4592591	0.9984822
ENSMUSG00000001482	279.889	-0.001545311	0.017847034	0.1060589	0.9805731
ENSMUSG00000001493	5.474115	-0.01333021	0.196646243	0.02123662	0.6925858
ENSMUSG00000001494	0.5342352	-0.002610913	0.127550328	0.3474396	NA
ENSMUSG00000001496	13.39145	-0.0001557853	0.018705978	0.7613785	0.9984822
ENSMUSG00000001504	1.713454	0.001521861	0.070407636	0.3410751	NA
ENSMUSG00000001506	18.86006	0.000342459	0.019553878	0.5252997	0.9984822
ENSMUSG00000001507	77.96303	-0.001743592	0.024627938	0.07371056	0.954488
ENSMUSG00000001508	0.2946444	-0.0004668832	0.099090368	0.8385274	NA
ENSMUSG00000001517	6.39792	0.0001745873	0.020711595	0.7444291	0.9984822
ENSMUSG00000001518	106.6609	-0.0004678993	0.013190872	0.4521457	0.9984822
ENSMUSG00000001520	94.87092	0.0002473322	0.013392524	0.6645676	0.9984822
ENSMUSG00000001521	93.9603	-0.0005386517	0.016084858	0.3734464	0.9984822
ENSMUSG00000001524	67.31235	-0.0002098031	0.012566689	0.7150467	0.9984822
ENSMUSG00000001525	1900.449	-0.0009486202	0.01213089	0.2050015	0.9893112
ENSMUSG00000001542	139.2358	1.722107e-05	0.011673819	0.9757589	0.9994695
ENSMUSG00000001552	320.6953	0.0001630139	0.010959713	0.7769196	0.9984822
ENSMUSG00000001555	34.65978	0.0004745507	0.016422253	0.4135045	0.9984822
ENSMUSG00000001558	2.680375	-0.003032939	0.093950653	0.1503833	0.9805731
ENSMUSG00000001569	215.5656	-0.001261371	0.014877156	0.1399984	0.9805731
ENSMUSG00000001576	544.2179	-0.0005628099	0.010539308	0.3797813	0.9984822
ENSMUSG00000001583	0.3021154	-0.0005913751	0.101541005	0.7994704	NA
ENSMUSG00000001588	0.2429496	-0.0003480521	0.100537035	0.8803288	NA
ENSMUSG00000001604	0.9781863	0.0008413251	0.057878787	0.5387522	NA
ENSMUSG00000001627	157.337	0.0002101777	0.010438785	0.7162637	0.9984822
ENSMUSG00000001630	219.3127	0.0004058536	0.010417049	0.5039135	0.9984822
ENSMUSG00000001632	210.1574	-0.0002427138	0.008750682	0.6743559	0.9984822
ENSMUSG00000001642	253.7833	-0.003621395	0.032415767	0.02718244	0.7461404
ENSMUSG00000001655	0.05980673	-0.00126556	0.109235821	0.6053751	NA
ENSMUSG00000001663	33.36425	0.0006442487	0.017505925	0.3006922	0.9984822
ENSMUSG00000001665	15.77461	0.0005595682	0.021648817	0.3428893	0.9984822
ENSMUSG00000001666	73.48216	0.0003970568	0.013874678	0.5057752	0.9984822
ENSMUSG00000001670	0.5720384	-0.0002859511	0.069661047	0.8685839	NA
ENSMUSG00000001672	2.75929	0.0009856546	0.050021359	0.3798268	0.9984822
ENSMUSG00000001674	116.6042	-0.0003010352	0.011308479	0.6116936	0.9984822
ENSMUSG00000001687	1278.65	-8.868545e-05	0.009022344	0.8747206	0.9984822
ENSMUSG00000001700	92.19137	-0.0001594348	0.012229157	0.7802426	0.9984822
ENSMUSG00000001707	94.80892	0.0001326702	0.012441112	0.8149596	0.9984822
ENSMUSG00000001729	721.3184	0.0003178448	0.008824441	0.5896785	0.9984822
ENSMUSG00000001739	2.387866	0.0005568397	0.049568385	0.6394926	0.9984822
ENSMUSG00000001741	24.89251	0.000760383	0.019585282	0.2382413	0.9984822
ENSMUSG00000001750	67.86318	-0.003389945	0.035475554	0.02493225	0.7290422
ENSMUSG00000001751	53.58455	8.135258e-05	0.013460179	0.8820424	0.9984822
ENSMUSG00000001755	101.3396	3.516892e-05	0.010764571	0.9506237	0.9984822
ENSMUSG00000001761	89.7686	0.0001685572	0.013591414	0.7612458	0.9984822
ENSMUSG00000001763	58.88081	0.002280451	0.032602039	0.04325464	0.853116
ENSMUSG00000001767	184.4763	0.00126134	0.017966605	0.1405213	0.9805731
ENSMUSG00000001768	199.6815	-3.622242e-05	0.01015626	0.9489516	0.9984822
ENSMUSG00000001773	70.86553	0.000304148	0.013107817	0.6031691	0.9984822
ENSMUSG00000001774	277.6048	-0.0007569074	0.012470413	0.2781981	0.9984822
ENSMUSG00000001783	658.1942	0.0005213467	0.011444094	0.4120643	0.9984822
ENSMUSG00000001785	181.9335	0.0006592677	0.01194474	0.3254217	0.9984822
ENSMUSG00000001786	260.0028	-0.002200598	0.025056991	0.057631	0.9012093
ENSMUSG00000001794	354.9954	0.0005089778	0.0125869	0.4228371	0.9984822
ENSMUSG00000001802	341.5067	-0.0005796014	0.010336732	0.368194	0.9984822
ENSMUSG00000001815	0.1750573	0	0.099713571	1	NA
ENSMUSG00000001827	1.527098	-0.0002179106	0.047081029	0.851462	NA
ENSMUSG00000001829	328.2311	9.260887e-05	0.008824333	0.86925	0.9984822
ENSMUSG00000001833	1675.376	-0.00237056	0.024045521	0.05522093	0.8985783
ENSMUSG00000001844	111.0748	0.0001206229	0.010795717	0.8328952	0.9984822
ENSMUSG00000001847	1473.572	-0.0007285166	0.007956696	0.313681	0.9984822
ENSMUSG00000001855	295.3827	-4.461435e-05	0.012097777	0.9370211	0.9984822
ENSMUSG00000001864	72.09698	0.0001690679	0.012136975	0.7680153	0.9984822
ENSMUSG00000001870	41.47078	-0.0007175479	0.015700622	0.2868285	0.9984822
ENSMUSG00000001891	517.4118	-0.001238108	0.015337574	0.1453329	0.9805731
ENSMUSG00000001901	12.16553	-0.0004655407	0.020415796	0.409899	0.9984822
ENSMUSG00000001909	277.5459	0.0001637694	0.009265844	0.7732279	0.9984822
ENSMUSG00000001910	457.7227	-0.0004103954	0.009226963	0.4979917	0.9984822
ENSMUSG00000001911	228.8766	-0.00061045	0.01798469	0.3143215	0.9984822
ENSMUSG00000001918	12.16826	0.0005910887	0.021056223	0.3202097	0.9984822
ENSMUSG00000001924	1853.397	0.0007328396	0.010750892	0.2840159	0.9984822
ENSMUSG00000001930	130.4374	0.01449895	0.115435195	0.003157989	0.3418218
ENSMUSG00000001942	116.3275	0.001251731	0.018872459	0.1374796	0.9805731
ENSMUSG00000001943	4.161021	-0.001863428	0.064178355	0.1835867	0.9833355
ENSMUSG00000001946	59.335	-0.0001351016	0.012854875	0.8101116	0.9984822
ENSMUSG00000001948	8.975697	0.0009246455	0.031158803	0.212726	0.9917004
ENSMUSG00000001962	70.11631	-0.0002009268	0.012539113	0.72617	0.9984822
ENSMUSG00000001964	105.372	-0.0008309971	0.016083454	0.242251	0.9984822
ENSMUSG00000001983	40.64643	0.002039151	0.027065223	0.05638457	0.8985783
ENSMUSG00000001985	577.5444	-0.0007105234	0.015274825	0.2936736	0.9984822
ENSMUSG00000001986	1662.997	-0.001454983	0.017962566	0.1160869	0.9805731
ENSMUSG00000001988	5.200822	-0.004509791	0.098836514	0.05612978	0.8985783
ENSMUSG00000001995	263.3164	-0.0007227746	0.013337054	0.2958189	0.9984822
ENSMUSG00000001998	167.6733	2.284894e-05	0.010882196	0.9679091	0.9988845
ENSMUSG00000001999	67.54273	0.0001237162	0.01355484	0.8220699	0.9984822
ENSMUSG00000002006	962.9847	0.0005409559	0.011558579	0.3983146	0.9984822
ENSMUSG00000002007	29.06053	-2.481858e-05	0.016397835	0.9605568	0.9984822
ENSMUSG00000002010	505.9152	8.911283e-05	0.008976144	0.8741119	0.9984822
ENSMUSG00000002012	542.5743	-4.821678e-05	0.011224906	0.9324165	0.9984822
ENSMUSG00000002014	186.303	0.000151482	0.010020018	0.7907021	0.9984822
ENSMUSG00000002015	217.8009	0.0004255603	0.010031714	0.4849514	0.9984822
